Project Number,Zip Code,Sector,Purchase Type,Application_Month,Project Status,Total Inverter Quantity,Total PV Module Quantity,Hardware Cost,Labor Cost,misc cost,$Incentive,Total Nameplate kW DC,Expected kWh Annual Production,
279840,11803,Residential,Purchase,4,Pipeline,2,36,11808,4674,8118,6250,12.24,12016,24600
293843,11803,Residential,Purchase,3,Complete,14,14,13246.8336,4257.9108,6150.3156,,5.32,6311,23655.06
287866,11803,Residential,Purchase,3,Pipeline,1,31,6566.8323,4236.666,10379.8317,6250,10.54,10751,21183.33
287314,11803,Residential,Purchase,25,Pipeline,1,30,4100,3895,12505,3375,10.2,7136,20500
279390,11803,Residential,Purchase,5,Complete,1,28,10140.6649,3061.3328,5931.3323,6250,9.52,9775,19133.33
277890,11803,Residential,Purchase,1,Complete,1,24,7216,3116,6068,6250,8.16,8477,16400
303353,11901,Residential,Purchase,3,Pipeline,22,22,31042.18,10797.28,25643.54,6250,8.8,9443,67483
312441,11901,Residential,Purchase,17,Pipeline,22,22,23675.86,10971.74,23098.4,3375,8.8,9443,57746
288455,11901,Residential,Power Purchase Agreement,19,Pipeline,32,32,10604.28,6697.44,38510.28,4590,11.48,11783,55812
283910,11901,Residential,Purchase,4,Complete,17,17,17275.68,4558.86,2159.46,,5.95,6765,23994
311166,11930,Residential,Purchase,11,Pipeline,17,17,7396.89,3893.1,27641.01,3375,6.8,5019,38931
308687,11937,Residential,Purchase,19,Pipeline,59,59,9292.14,11826.36,63355.5,6250,23.6,11451,84474
298639,11937,Residential,Purchase,26,Pipeline,43,43,50036.23,8867.18,4433.59,6250,15.7,13154,63337
294952,11937,Residential,Purchase,5,Pipeline,33,33,40993.95,8565.9,11625.15,6250,12.21,13414,61185
308366,11937,Residential,Purchase,14,Complete,35,35,28013.58,10375.4,13488.02,,12.6,11745,51877
291297,11937,Residential,Purchase,10,Pipeline,30,30,29031.75,4207.5,8835.75,6250,10.8,12344,42075
278782,11937,Residential,Purchase,10,Complete,40,40,8030.6,4416.83,27705.57,,14.8,13326,40153
312767,11940,Residential,Lease,14,Pipeline,1,36,6702.42,4336.86,28386.72,6250,12.24,12978,39426
315839,11942,Residential,Purchase,25,Pipeline,40,40,15013.3,9201.7,24215,,14.4,12215,48430
303927,11942,Residential,Purchase,21,Pipeline,36,36,13904.97,6012.96,17663.07,,11.77,8597,37581
300289,11942,Residential,Lease,31,Pipeline,2,44,18764.48,5026.2,9717.32,2325,15.4,10802,33508
301868,11946,Residential,Purchase,12,Pipeline,34,34,16312.5,9000,30937.5,6250,11.9,10740,56250
286465,11946,Residential,Purchase,16,Pipeline,21,21,3673.23,5342.88,24376.89,,7.67,8911,33393
306552,11949,Residential,Lease,20,Pipeline,3,68,12423.75,5963.4,31307.85,3375,23.12,20140,49695
302903,11949,Residential,Purchase,23,Complete,19,19,12924.1684,2937.311,13511.6306,,7.22,7127,29373.11
276126,11950,Residential,Purchase,6,Complete,57,57,64110.5175,10257.6828,11112.4897,6250,20.24,16557,85480.69
313002,11950,Residential,Purchase,17,Pipeline,28,28,35104,4388,4388,,10.22,11191,43880
312682,11950,Residential,Purchase,15,Pipeline,28,28,12502.3,8066,19761.7,4088,10.22,9899,40330
291707,11950,Residential,Purchase,18,Pipeline,11,11,3000,3300,23700,,4.4,4778,30000
309445,11951,Residential,Purchase,14,Pipeline,2,33,16675,8625,32200,6250,11.55,10691,57500
312757,11951,Residential,Purchase,14,Pipeline,2,37,19136.6042,10131.1434,27016.3824,2325,12.58,11475,56284.13
303043,11951,Residential,Purchase,15,Pipeline,29,29,8400.72,4200.36,22401.92,,10.59,8980,35003
315832,11952,Residential,Purchase,25,Pipeline,27,27,10173.36,8477.8,23737.84,,9.72,11038,42389
291940,11952,Residential,Purchase,25,Complete,26,26,15640.56,4210.92,10226.52,,9.36,9851,30078
311112,11953,Residential,Lease,10,Pipeline,2,31,10842.48,2710.62,11088.9,2325,10.54,10665,24642
301761,11959,Residential,Purchase,6,Complete,21,21,21169.5,3387.12,3669.38,,7.56,6287,28226
292184,11960,Residential,Purchase,19,Pipeline,26,26,15395.4,10833.8,30790.8,6250,9.23,8898,57020
292547,11961,Residential,Purchase,24,Complete,29,29,8509.02,4581.78,19636.2,,10.44,11875,32727
289312,11962,Residential,Purchase,3,Pipeline,18,18,11904,5760,20736,3375,5.94,4174,38400
293732,11963,Residential,Purchase,5,Pipeline,1,35,11356.7496,4867.1784,24335.892,4275,12.6,14534,40559.82
296881,11967,Residential,Purchase,16,Pipeline,1,136,21320.3851,5221.3188,16969.2861,6250,7.95,5965,43510.99
302534,11967,Residential,Lease,13,Pipeline,2,32,11172.48,3300.96,10918.56,2325,10.88,10548,25392
302703,11967,Residential,Purchase,13,Pipeline,16,16,6558.35,2939.95,13116.7,,6.24,6125,22615
315255,11967,Residential,Lease,23,Pipeline,1,18,11469.6,2548.8,7221.6,3375,6.12,5538,21240
312654,11967,Residential,Lease,11,Pipeline,1,20,13445.8,3452.3,1271.9,2325,6.8,6776,18170
278109,11971,Residential,Purchase,12,Pipeline,42,42,41014.29,6538.51,11888.2,4368,16.8,14032,59441
297547,11971,Residential,Purchase,20,Pipeline,31,31,4951.5,7427.25,37136.25,3375,11.47,10200,49515
292273,11971,Residential,Purchase,16,Complete,39,39,14803.56,4112.1,22205.34,,12.75,12445,41121
309275,11976,Residential,Purchase,23,Pipeline,36,36,10265.7,5943.3,37821,6250,13.32,15145,54030
309192,11977,Residential,Purchase,21,Pipeline,68,68,44606.92,8416.4,31140.68,6250,24.48,24505,84164
294725,12009,Residential,Purchase,5,Complete,40,40,45284.008,11762.08,1764.312,4578,13.08,16715,58810.4
245240,12009,Residential,Lease,5,Pipeline,9,9,6256.1196,1360.026,1450.6944,976,2.79,3161,9066.84
284808,12010,Residential,Lease,5,Complete,20,20,17389.0926,6137.3268,27617.9706,2646,7.2,8620,51144.39
296595,12010,Residential,Lease,17,Pipeline,33,33,25108.8136,9475.024,12791.2824,3777,10.79,10709,47375.12
297313,12010,Residential,Purchase,1,Complete,1,16,20529.7754,3655.9874,3937.2172,1792,5.12,6163,28122.98
302445,12010,Non-Residential,Lease,23,Pipeline,40,15625,1256150,1256150,6460200,825000,7500,10512000,8972500
289288,12010,Non-Residential,Purchase,25,Pipeline,40,14364,1879200,453600,907200,695217.6,6320.16,7418857,3240000
290163,12010,Non-Residential,Purchase,25,Pipeline,40,12636,745200,324000,2170800,611582.4,5559.84,6526363,3240000
287864,12015,Residential,Purchase,23,Complete,1,21,16448.9,3542.84,5314.26,2756,7.88,9866,25306
286616,12015,Residential,Purchase,18,Complete,36,36,6400,2720,6880,4284,12.24,12236,16000
290336,12018,Residential,Purchase,15,Complete,1,24,4996.65,5995.98,22318.37,3696,10.56,11471,33311
283398,12018,Residential,Purchase,12,Complete,1,20,21488,4624,1088,2625,7.5,8897,27200
308664,12018,Residential,Purchase,17,Pipeline,1,16,11042.01,2381.61,8227.38,2436,6.96,8906,21651
310610,12018,Residential,Purchase,14,Pipeline,1,18,5770.52,2060.9,12777.58,2741,7.83,7410,20609
282560,12018,Residential,Power Purchase Agreement,5,Complete,1,18,5653.98,3203.922,9988.698,2047,5.85,6628,18846.6
300438,12019,Residential,Purchase,2,Complete,1,28,21378,5344.5,26722.5,3871,11.06,14004,53445
308818,12019,Residential,Purchase,21,Complete,1,33,25470.55,7515.9,8768.55,4389,12.54,15985,41755
308658,12019,Residential,Purchase,25,Pipeline,1,23,11373.06,4610.7,14754.24,3019,8.63,11036,30738
289282,12019,Residential,Purchase,5,Complete,23,23,7782.44,4830.48,14223.08,2632,7.52,8019,26836
302259,12019,Residential,Purchase,22,Pipeline,16,16,10046.592,3151.872,6500.736,2016,5.76,5374,19699.2
294720,12019,Residential,Purchase,5,Complete,1,8,3579.1,1533.9,5113,910,2.6,3327,10226
278315,12019,Non-Residential,Power Purchase Agreement,9,Pipeline,40,16178,2327945,1126425,4055130,1782815.6,6147.64,7216346,7509500
307794,12020,Residential,Purchase,2,Pipeline,1,33,23779.8901,10507.3933,21014.7866,3927,11.22,11977,55302.07
286783,12020,Residential,Purchase,14,Complete,1,34,11166.3,5583.15,20471.55,9792,12.24,13867,37221
307896,12020,Residential,Purchase,1,Pipeline,1,19,6970.86,4021.65,15818.49,2959,8.46,9827,26811
292334,12020,Residential,Purchase,22,Complete,1,16,17671.1119,4231.1113,2986.6668,1792,5.12,6193,24888.89
300010,12020,Residential,Purchase,1,Pipeline,12,12,14496,3442.8,181.2,1428,4.08,6192,18120
278886,12020,Residential,Purchase,5,Complete,1,12,3526,1066,3608,1428,4.08,4731,8200
291644,12020,Residential,Purchase,18,Complete,4,4,1291.08,1229.6,3627.32,476,1.36,1468,6148
315159,12020,Non-Residential,Purchase,26,Pipeline,2,1,17148.95,3429.79,5804.26,80,0.34,304,26383
309400,12025,Residential,Lease,27,Pipeline,26,26,22032.86,6036.4,2112.74,2976,8.5,10242,30182
288171,12028,Residential,Purchase,5,Pipeline,34,34,26820.6624,6226.2252,14847.1524,4284,12.24,13556,47894.04
286588,12029,Residential,Purchase,3,Complete,1,40,15048,2178,2574,5040,14.4,15439,19800
297709,12033,Residential,Purchase,23,Complete,1,20,12182.42,5450.03,14426.55,3080,8.8,9852,32059
286323,12033,Residential,Purchase,12,Complete,1,9,6898.5,4415.04,16280.46,1181,3.38,4049,27594
300598,12033,Residential,Purchase,13,Complete,1,24,17964.288,2603.52,5467.392,2688,7.68,9520,26035.2
298430,12033,Residential,Purchase,15,Complete,1,14,10004.42,3405.76,7875.82,2156,6.16,8046,21286
281511,12033,Residential,Purchase,6,Complete,8,8,9094.4,2665.6,3920,896,2.56,3310,15680
290773,12033,Residential,Purchase,6,Complete,1,9,5501.925,1500.525,1333.8,1024,2.93,0,8336.25
277828,12037,Residential,Purchase,6,Complete,1,28,6757.9568,9171.5128,32341.6504,3969,11.34,11475,48271.12
307670,12043,Residential,Purchase,17,Pipeline,2,45,43200,5940,4860,6300,18,20632,54000
312938,12043,Residential,Purchase,18,Pipeline,15,15,7200,7600,25200,2126,6.08,7355,40000
290281,12043,Residential,Purchase,23,Complete,1,36,30101.76,,,9216,11.52,13111,30101.76
283424,12046,Residential,Purchase,7,Complete,2,33,14409.9,6084.18,11527.92,4331,12.38,14020,32022
307293,12047,Residential,Purchase,13,Complete,1,33,5358.91,3467.53,22696.56,3985,11.39,12016,31523
283890,12047,Residential,Purchase,6,Complete,21,21,3839.1,4350.98,17403.92,1736,7.88,6613,25594
290774,12047,Residential,Purchase,9,Complete,1,12,902,820,6478,1428,4.08,4296,8200
289491,12051,Residential,Purchase,3,Complete,1,10,10394.4,1610.4,2635.2,1540,4.4,5630,14640
312561,12052,Residential,Purchase,18,Pipeline,1,24,18167.24,3516.24,7618.52,3738,10.68,12242,29302
290375,12054,Residential,Purchase,18,Complete,1,29,19459,4466,7975,4466,12.76,14532,31900
303541,12054,Residential,Purchase,21,Complete,1,28,16608.48,3558.96,9490.56,3185,9.1,11522,29658
294715,12054,Residential,Purchase,4,Pipeline,1,16,4790.8,3138.8,8590.4,4480,5.6,5598,16520
302594,12058,Residential,Purchase,13,Complete,20,20,6678,1590,7632,1476,6.8,5619,15900
309217,12059,Residential,Purchase,14,Pipeline,2,50,42840,10710,17850,5950,17,22840,71400
315334,12059,Residential,Lease,28,Pipeline,23,23,16659.0225,5879.655,10126.0725,2632,7.52,8529,32664.75
311461,12059,Residential,Purchase,8,Pipeline,1,21,10053,5305.75,12566.25,3271,9.35,12082,27925
290073,12059,Non-Residential,Purchase,25,Pipeline,20,14400,4697204.4,782867.4,2348602.2,720720,6552,7691000,7828674
297679,12060,Residential,Purchase,10,Pipeline,2,44,12960.8,9911.2,53368,5852,16.72,16924,76240
292140,12060,Residential,Purchase,23,Pipeline,1,34,19958.94,4338.9,19091.16,5236,14.96,14965,43389
299407,12060,Residential,Purchase,6,Complete,20,20,15916.9536,4974.048,3979.2384,1528,7.4,5200,24870.24
301925,12061,Residential,Purchase,12,Pipeline,2,56,54455.04,14370.08,6806.88,8624,24.64,30307,75632
296565,12061,Residential,Purchase,16,Complete,39,39,17764.11,7895.16,13816.53,4914,14.04,14783,39475.8
304030,12061,Residential,Purchase,23,Complete,1,12,10731.16,3145.34,4625.5,1848,5.28,5278,18502
299143,12062,Residential,Purchase,24,Pipeline,2,28,20835.1,7092.8,16402.1,4263,12.18,13681,44330
312846,12065,Residential,Purchase,19,Pipeline,28,56,42078.16,7751.24,5536.6,7154,20.44,26767,55366
275870,12065,Residential,Purchase,23,Complete,1,36,22836,7612,17127,10800,13.5,13935,47575
289458,12065,Residential,Purchase,3,Complete,2,38,8009.38,5653.68,33450.94,3441,14.25,13186,47114
313155,12065,Residential,Purchase,16,Pipeline,1,21,30315.15,4832.85,8787,3271,9.35,9092,43935
290376,12065,Residential,Purchase,19,Complete,23,23,3053.28,4834.36,17556.36,3019,8.63,9082,25444
310809,12065,Residential,Purchase,4,Pipeline,14,14,14676.48,2795.52,5824,1960,5.6,5395,23296
271306,12065,Residential,Purchase,14,Pipeline,8,16,3631.2,2178.72,12346.08,2492,7.12,8294,18156
310935,12065,Residential,Purchase,4,Pipeline,1,10,5672.04,2578.2,8937.76,1383,3.95,3896,17188
306358,12065,Residential,Purchase,11,Complete,1,15,3914.83,2212.73,10893.44,2336,6.68,7918,17021
297260,12067,Residential,Lease,23,Pipeline,49,49,39358.495,9978.21,6097.795,5608,16.02,19861,55434.5
303891,12074,Residential,Purchase,13,Pipeline,42,42,33700.8,5476.38,2948.82,4998,14.28,18441,42126
302647,12074,Residential,Purchase,23,Pipeline,1,21,3300.05,2538.5,19546.45,2903,8.3,9729,25385
313674,12075,Residential,Purchase,22,Pipeline,35,35,33741.18,7157.22,10224.6,4006,11.45,14472,51123
299967,12075,Residential,Purchase,21,Complete,2,31,32604.8,6113.4,2037.8,4774,13.64,11114,40756
302374,12075,Residential,Purchase,12,Complete,45,45,11374,4356,8470,3641,15.3,13771,24200
305023,12075,Residential,Purchase,10,Complete,21,21,10092,2610,4698,2646,7.56,8363,17400
295786,12075,Non-Residential,Lease,16,Pipeline,2,17472,2310400,334400,395200,739939.2,6726.72,7896093,3040000
295799,12075,Non-Residential,Lease,16,Pipeline,2,17134,820800,486400,1732800,725624.9,6596.59,7743341,3040000
306791,12076,Residential,Purchase,25,Pipeline,1,20,6555,1725,3220,2380,6.8,7318,11500
300658,12077,Residential,Purchase,3,Complete,2,28,17527.4,6373.6,15934,4312,12.32,11717,39835
304027,12077,Residential,Purchase,3,Complete,1,19,8613.12,5114.04,13188.84,2926,8.36,10474,26916
286159,12077,Residential,Power Purchase Agreement,29,Pipeline,1,13,2457.5598,2730.622,8464.9282,932,4.23,3548,13653.11
288051,12078,Residential,Purchase,22,Pipeline,1,15,11823.5984,2860.548,4386.1736,1680,4.8,5668,19070.32
312691,12084,Residential,Purchase,22,Pipeline,1,31,27510.69,8253.207,10087.253,3689,10.54,10958,45851.15
310630,12084,Residential,Purchase,4,Pipeline,1,41,34384.35,7591.35,2679.3,5094,14.56,14261,44655
306890,12086,Residential,Lease,11,Pipeline,52,52,6985.99,10161.44,46361.57,5951,17,20685,63509
308944,12087,Residential,Purchase,17,Pipeline,1,24,14458.5,5670,8221.5,3150,9,11636,28350
300735,12095,Residential,Purchase,10,Pipeline,1,20,8370.81,2336.04,8760.15,2205,6.3,6885,19467
291076,12110,Residential,Purchase,9,Complete,70,70,13238.75,15575,49061.25,8750,31.15,40016,77875
299424,12110,Residential,Purchase,6,Pipeline,1,30,19039.9986,8613.3327,17679.9987,3360,9.6,9929,45333.33
310355,12110,Residential,Purchase,3,Pipeline,31,31,24234.5767,5063.9414,6872.4919,3548,10.14,13071,36171.01
312047,12110,Residential,Purchase,10,Pipeline,22,22,8017.5836,3083.686,19735.5904,2772,7.92,9184,30836.86
308940,12110,Residential,Purchase,14,Pipeline,1,20,8633.1,4604.32,15539.58,3115,8.9,10320,28777
313295,12110,Residential,Lease,18,Pipeline,16,16,6893.568,3852.288,9529.344,2016,5.76,0,20275.2
286823,12110,Non-Residential,Purchase,7,Pipeline,115,115,39882,14739,32079,12880,36.8,41201,86700
291828,12118,Residential,Purchase,17,Complete,18,18,4738.902,4287.578,13539.72,2060,5.89,7531,22566.2
306434,12118,Residential,Purchase,6,Pipeline,1,15,7548.37,2448.12,10404.51,2284,6.53,7566,20401
292156,12118,Residential,Purchase,18,Pipeline,1,1,12391.3,2344.3,2009.4,126,0.36,475,16745
286997,12121,Non-Residential,Power Purchase Agreement,9,Pipeline,32,14144,3517761.312,841203.792,3288342.096,1546646.4,5728.32,6724131,7647307.2
294392,12125,Residential,Purchase,2,Pipeline,44,44,12209.2785,6330.737,26679.5345,5544,15.84,14636,45219.55
282862,12125,Residential,Lease,23,Pipeline,1,16,7210.756,2683.072,6875.372,1820,5.2,4954,16769.2
282129,12134,Residential,Purchase,15,Complete,15,15,9974.12,2493.53,6713.35,1969,5.63,6007,19181
302313,12136,Residential,Purchase,7,Pipeline,15,15,8711.2948,4237.9272,10594.818,2074,5.93,7212,23544.04
278558,12137,Residential,Purchase,23,Pipeline,3,51,5013.9375,5469.75,35097.5625,5801,16.58,22073,45581.25
311491,12138,Residential,Purchase,9,Pipeline,2,45,10262.4,5131.2,27366.4,4804,13.73,15327,42760
291365,12138,Residential,Purchase,23,Complete,1,8,11626.23,4033.59,8067.18,1204,3.44,3978,23727
308022,12140,Residential,Lease,15,Pipeline,28,28,27716.64,5695.2,4556.16,3920,11.2,12987,37968
311281,12143,Residential,Lease,9,Pipeline,33,33,30247.53,6575.55,7013.92,4158,11.88,14668,43837
302258,12143,Residential,Purchase,20,Pipeline,32,32,25895.52,4110.4,11098.08,4032,11.52,12668,41104
278160,12143,Residential,Purchase,5,Complete,1,21,16557.1,4257.54,2838.36,2573,7.35,7315,23653
309061,12143,Residential,Purchase,21,Pipeline,25,25,7864.8,1491.6,4203.6,2975,8.5,8247,13560
303993,12144,Residential,Purchase,20,Pipeline,1,35,22926.54,4424.42,12871.04,4165,11.9,14854,40222
306346,12144,Residential,Purchase,18,Complete,1,22,13578.76,3133.56,9400.68,3427,9.79,10913,26113
283365,12144,Residential,Purchase,5,Complete,1,20,14101,2390,7409,2800,8,8850,23900
294455,12144,Residential,Purchase,2,Complete,1,18,6600,2860,12540,2772,7.92,9606,22000
294708,12144,Residential,Power Purchase Agreement,23,Pipeline,1,9,5604.0029,949.831,2944.4761,706,2.93,2690,9498.31
268968,12144,Non-Residential,Lease,4,Pipeline,8,3258,652214.88,153995.18,99643.94,125433,358.38,403092,905854
268504,12144,Non-Residential,Lease,17,Pipeline,5,1810,42057.6,42057.6,239404.8,69685,199.1,222220,323520
288318,12144,Non-Residential,Purchase,20,Pipeline,2,330,32655.04,30614.1,140824.86,49088,140.25,154701,204094
286336,12147,Residential,Purchase,21,Complete,2,195,21951.81,6960.33,24628.86,3990,11.4,13372,53541
293774,12150,Residential,Purchase,9,Complete,2,51,54865.9345,6945.055,7639.5605,5712,16.32,18924,69450.55
277327,12154,Residential,Purchase,13,Complete,2,38,33247.5984,6926.583,6003.0386,4256,12.16,14237,46177.22
289537,12154,Residential,Purchase,5,Complete,1,28,26734.4,3472,4513.6,3920,11.2,11963,34720
300275,12154,Residential,Purchase,13,Complete,1,28,15042.15,5348.32,13036.53,8848,11.06,10466,33427
310806,12154,Residential,Purchase,4,Pipeline,1,16,6679.1114,3082.6668,15927.1118,1904,5.44,6888,25688.89
292806,12154,Non-Residential,Lease,16,Pipeline,19,9542,1329900,846300,3868800,393607.5,3578.25,4200293,6045000
303925,12155,Residential,Lease,5,Pipeline,39,39,6299.93,5815.32,36345.75,4464,12.75,13013,48461
310588,12156,Residential,Purchase,11,Pipeline,1,27,7674.24,7308.8,21560.96,3780,10.8,10508,36544
293459,12157,Residential,Purchase,1,Complete,1,13,4863.328,2431.664,7902.908,3692,4.61,5574,15197.9
275824,12158,Residential,Purchase,19,Complete,1,30,10341,4596,23363,4200,12,14875,38300
295263,12158,Residential,Purchase,5,Pipeline,1,1,7115.5,3557.75,8051.75,133,0.38,436,18725
311438,12159,Residential,Purchase,4,Pipeline,2,48,23400,3300,3300,5712,16.32,16931,30000
294736,12159,Residential,Purchase,19,Complete,1,28,17284.36,4460.48,6133.16,3528,10.08,13042,27878
285405,12159,Residential,Power Purchase Agreement,11,Pipeline,1,13,2867.1531,1774.9043,9011.0526,932,4.23,3552,13653.11
298436,12168,Residential,Purchase,12,Complete,1,12,9730,5004,13066,1848,5.28,6099,27800
299866,12168,Residential,Purchase,14,Pipeline,23,23,4519.956,3874.248,13129.396,2979,8.51,7803,21523.6
296839,12173,Residential,Purchase,22,Complete,21,21,12181.47,4532.64,11614.89,2903,8.3,9176,28329
298892,12173,Residential,Purchase,20,Pipeline,17,17,11146.7374,3785.6844,6099.1582,2142,6.12,7422,21031.58
291999,12175,Residential,Purchase,23,Pipeline,1,24,21863.535,5830.276,1457.569,3024,8.64,11041,29151.38
314013,12180,Residential,Purchase,19,Pipeline,41,41,20280,7020,11700,5238,14.97,15903,39000
284813,12180,Residential,Purchase,12,Complete,1,15,24880,4354,1866,2100,6,6877,31100
295597,12180,Residential,Purchase,8,Complete,1,9,23728,4449,1483,1103,3.15,3737,29660
290374,12180,Residential,Purchase,8,Complete,1,16,12386.88,4857.6,7043.52,2464,7.04,8093,24288
312088,12180,Non-Residential,Purchase,17,Pipeline,1,30,17162.75,2824.25,1738,3990,11.4,12763,21725
311015,12182,Residential,Purchase,7,Pipeline,1,24,14257.3321,6935.9994,17339.9985,2856,8.16,8266,38533.33
296356,12182,Residential,Purchase,12,Complete,1,30,14775,3546,11229,3675,10.5,13701,29550
309574,12184,Residential,Purchase,26,Pipeline,31,31,6062.1,4041.4,30310.5,3906,11.16,10825,40414
306414,12184,Residential,Purchase,6,Pipeline,24,24,22786.804,5930.812,2497.184,2747,7.85,7601,31214.8
256118,12184,Non-Residential,Purchase,12,Pipeline,4,136,74552.4,24850.8,38656.8,18802,53.72,68649,138060
295624,12185,Residential,Purchase,10,Pipeline,2,28,15653.32,6261.328,17218.652,4263,12.18,15565,39133.3
273352,12185,Residential,Purchase,14,Pipeline,8,16,13189.8,2776.8,7173.4,2492,7.12,8716,23140
295616,12186,Residential,Purchase,5,Pipeline,1,28,21567.0975,7189.0325,26544.12,2439,11.06,9250,55300.25
311914,12188,Residential,Purchase,16,Pipeline,1,36,29371.72,5797.05,3478.23,4158,11.88,11037,38647
306335,12188,Residential,Purchase,6,Complete,1,22,18420.82,4753.76,6536.42,3350,9.57,10529,29711
300656,12188,Residential,Purchase,12,Complete,1,24,12706.45,3244.2,11084.35,2940,8.4,8957,27035
302007,12188,Residential,Purchase,8,Complete,1,19,17600.3,2652.1,3857.6,2660,7.6,8306,24110
303112,12189,Residential,Purchase,7,Pipeline,1,1,14260,4650,12090,138,0.4,474,31000
297913,12189,Residential,Power Purchase Agreement,6,Pipeline,1,9,7403.6898,1613.6247,474.5955,1024,2.93,3019,9491.91
282605,12192,Residential,Purchase,9,Pipeline,1,28,26244.96,4686.6,15934.44,3136,8.96,10124,46866
292008,12192,Non-Residential,Purchase,8,Pipeline,17,6630,2608760,508200,271040,992179.5,2419.95,2840634,3388000
292006,12192,Non-Residential,Purchase,8,Pipeline,14,5434,1309420,278600,1197980,813198.1,1983.41,2328206,2786000
292010,12192,Non-Residential,Purchase,8,Pipeline,14,5460,334320,445760,2005920,817089,1992.9,2339346,2786000
312901,12193,Residential,Purchase,23,Pipeline,1,35,25272.8186,10988.182,18679.9094,4165,11.9,15047,54940.91
283397,12193,Residential,Purchase,12,Complete,1,35,25570.6,8234.6,9534.8,4900,14,18079,43340
305905,12193,Residential,Purchase,5,Complete,1,20,14857.54,4844.85,12596.61,2520,7.2,9405,32299
283346,12202,Residential,Purchase,6,Complete,18,18,11754.6,1959.1,5877.3,2060,5.89,6433,19591
307911,12202,Residential,Purchase,15,Pipeline,14,14,10548,3164.4,3867.6,1764,5.04,5441,17580
295314,12203,Residential,Purchase,5,Pipeline,2,188,7299.089,7820.4525,37016.8085,2232,10.99,8453,52136.35
297819,12203,Residential,Purchase,25,Complete,1,27,16741.87,3918.31,14960.82,4158,11.88,12697,35621
307109,12203,Residential,Purchase,11,Complete,1,26,9166.7,4731.2,15672.1,3185,9.1,9036,29570
287434,12203,Residential,Purchase,21,Complete,1,12,5699.99,5414.9905,17384.9695,1373,3.92,3901,28499.95
311136,12203,Residential,Purchase,3,Complete,11,11,12139.82,1891.92,1734.26,1521,4.35,4807,15766
294108,12203,Non-Residential,Purchase,6,Pipeline,1,117,25760,11040,55200,18428,52.65,66666,92000
294709,12203,Non-Residential,Purchase,6,Pipeline,1,40,19809,4792.5,7348.5,6300,18,21592,31950
294713,12203,Non-Residential,Purchase,6,Pipeline,1,40,12600,4725,14175,6300,18,21592,31500
286258,12204,Residential,Purchase,1,Pipeline,1,42,29736,7560,13104,4704,13.44,17175,50400
283293,12205,Residential,Purchase,6,Complete,1,36,17843.76,5551.392,16257.648,4032,11.52,12898,39652.8
286215,12205,Residential,Purchase,14,Complete,1,28,19924.2095,3065.263,7663.1575,3136,8.96,10509,30652.63
294726,12205,Residential,Purchase,8,Complete,1,21,6374.45,3880.1,17460.45,2903,8.3,9729,27715
282217,12205,Non-Residential,Purchase,25,Pipeline,4,580,23184,32457.6,176198.4,89320,255.2,191448,231840
301265,12208,Residential,Purchase,13,Pipeline,55,55,53760.894,9774.708,17920.298,6930,19.8,18521,81455.9
301763,12208,Residential,Lease,16,Complete,1,30,10647.5975,6388.5585,25554.234,3360,9.6,10501,42590.39
309392,12208,Residential,Lease,1,Pipeline,1,26,10862.48,4888.116,11405.604,2958,8.45,9682,27156.2
301936,12208,Residential,Purchase,15,Pipeline,1,9,5085.08,2542.54,10533.38,1386,3.96,3800,18161
306555,12209,Residential,Purchase,7,Pipeline,1,21,21886.6689,5226.6672,5553.3339,2352,6.72,6960,32666.67
289301,12209,Residential,Purchase,3,Complete,25,25,19512.608,4811.328,2405.664,3150,9,10196,26729.6
289480,12209,Residential,Power Purchase Agreement,22,Pipeline,1,11,7755.7257,1157.571,2662.4133,813,3.58,3119,11575.71
312838,12211,Residential,Purchase,15,Pipeline,15,30,17926.72,4801.8,9283.48,3465,9.9,10490,32012
293107,12211,Residential,Power Purchase Agreement,12,Pipeline,1,15,8809.0856,2831.4918,4089.9326,1109,4.88,4232,15730.51
300745,12302,Residential,Purchase,8,Pipeline,1,35,4379.44,3368.8,25939.76,4288,12.25,13225,33688
295834,12302,Residential,Purchase,25,Complete,17,17,7307.28,2679.336,14370.984,2142,6.12,6439,24357.6
291340,12302,Residential,Purchase,18,Complete,1,7,6320,3555,9875,931,2.66,3439,19750
301085,12303,Residential,Purchase,5,Pipeline,1,36,17857.31,8687.34,21718.35,6083,15.66,13706,48263
297726,12303,Residential,Purchase,23,Complete,2,33,28409.85,4509.5,12175.65,4562,13.04,16157,45095
283155,12303,Residential,Purchase,16,Complete,1,20,5439.9996,5439.9996,19342.2208,2240,6.4,7063,30222.22
303784,12303,Residential,Power Purchase Agreement,13,Pipeline,1,23,19232.088,4327.2198,480.8022,1360,7.48,5211,24040.11
301992,12303,Residential,Purchase,19,Complete,1,17,5940.48,3198.72,13708.8,4352,5.44,6671,22848
298854,12303,Residential,Purchase,12,Pipeline,14,14,17394.24,4348.56,0,1935,5.53,6801,21742.8
299083,12303,Residential,Purchase,11,Pipeline,1,12,8256,3264,7680,1344,3.84,4453,19200
288912,12303,Residential,Power Purchase Agreement,29,Complete,1,10,7059.79,1685.92,1791.29,683,3.25,2581,10537
297921,12304,Residential,Purchase,6,Pipeline,1,28,19463.1106,8039.1109,14808.8885,3136,8.96,9085,42311.11
